id,fir_id,person_id,role,arrest_date,bail_status
FP-01099,FIR-0275,P-0256,complainant,,
FP-01100,FIR-0276,P-0047,accused,2026-04-27,in custody
FP-01101,FIR-0276,P-0083,accused,2026-05-06,on bail
FP-01102,FIR-0276,P-0259,victim,,
FP-01103,FIR-0276,P-0259,complainant,,
FP-01104,FIR-0277,P-0032,accused,2026-05-16,in custody
FP-01105,FIR-0277,P-0045,accused,2026-04-15,on bail
FP-01106,FIR-0277,P-0070,accused,2026-05-02,on bail
FP-01107,FIR-0277,P-0142,victim,,
FP-01108,FIR-0277,P-0142,complainant,,
FP-01109,FIR-0277,P-0249,witness,,
FP-01110,FIR-0277,P-0170,witness,,
FP-01111,FIR-0278,P-0051,accused,,in custody
FP-01112,FIR-0278,P-0232,victim,,
FP-01113,FIR-0278,P-0244,complainant,,
FP-01114,FIR-0278,P-0320,witness,,
FP-01115,FIR-0278,P-0326,witness,,
FP-01116,FIR-0279,P-0080,accused,2025-10-15,on bail
FP-01117,FIR-0279,P-0163,victim,,
FP-01118,FIR-0279,P-0163,complainant,,
FP-01119,FIR-0280,P-0087,accused,,in custody
FP-01120,FIR-0280,P-0045,accused,2026-04-02,in custody
FP-01121,FIR-0280,P-0070,accused,2026-04-01,on bail
FP-01122,FIR-0280,P-0223,victim,,
FP-01123,FIR-0280,P-0223,complainant,,
FP-01124,FIR-0281,P-0106,victim,,
FP-01125,FIR-0281,P-0106,complainant,,
FP-01126,FIR-0281,P-0322,witness,,
FP-01127,FIR-0282,P-0067,accused,2025-09-21,in custody
FP-01128,FIR-0282,P-0175,victim,,
FP-01129,FIR-0282,P-0175,complainant,,
FP-01130,FIR-0282,P-0210,witness,,
FP-01131,FIR-0282,P-0258,witness,,
FP-01132,FIR-0283,P-0055,accused,,on bail
FP-01133,FIR-0283,P-0307,victim,,
FP-01134,FIR-0283,P-0183,complainant,,
FP-01135,FIR-0284,P-0072,accused,,in custody
FP-01136,FIR-0284,P-0267,victim,,
FP-01137,FIR-0284,P-0267,complainant,,
FP-01138,FIR-0284,P-0189,witness,,
FP-01139,FIR-0285,P-0031,accused,2025-06-18,in custody
FP-01140,FIR-0285,P-0136,victim,,
FP-01141,FIR-0285,P-0136,complainant,,
FP-01142,FIR-0286,P-0287,victim,,
FP-01143,FIR-0286,P-0287,complainant,,
FP-01144,FIR-0287,P-0020,accused,2026-05-17,in custody
FP-01145,FIR-0287,P-0043,accused,2026-05-03,in custody
FP-01146,FIR-0287,P-0172,victim,,
FP-01147,FIR-0287,P-0172,complainant,,
FP-01148,FIR-0287,P-0238,witness,,
FP-01149,FIR-0288,P-0038,accused,2025-09-23,on bail
FP-01150,FIR-0288,P-0070,accused,2025-10-21,on bail
FP-01151,FIR-0288,P-0238,victim,,
FP-01152,FIR-0288,P-0271,complainant,,
FP-01153,FIR-0288,P-0270,witness,,
FP-01154,FIR-0289,P-0025,accused,2024-10-03,on bail
FP-01155,FIR-0289,P-0031,accused,,in custody
FP-01156,FIR-0289,P-0159,victim,,
FP-01157,FIR-0289,P-0159,complainant,,
FP-01158,FIR-0289,P-0158,witness,,
FP-01159,FIR-0289,P-0257,witness,,
FP-01160,FIR-0290,P-0088,accused,2024-11-06,on bail
FP-01161,FIR-0290,P-0011,accused,2024-11-01,on bail
FP-01162,FIR-0290,P-0124,victim,,
FP-01163,FIR-0290,P-0124,complainant,,
FP-01164,FIR-0291,P-0213,victim,,
FP-01165,FIR-0291,P-0213,complainant,,
FP-01166,FIR-0291,P-0108,witness,,
FP-01167,FIR-0292,P-0058,accused,2026-06-15,on bail
FP-01168,FIR-0292,P-0060,accused,2026-06-10,in custody
FP-01169,FIR-0292,P-0197,victim,,
FP-01170,FIR-0292,P-0197,complainant,,
FP-01171,FIR-0293,P-0013,accused,2026-03-25,in custody
FP-01172,FIR-0293,P-0068,accused,,in custody
FP-01173,FIR-0293,P-0175,victim,,
FP-01174,FIR-0293,P-0175,complainant,,
FP-01175,FIR-0294,P-0204,victim,,
FP-01176,FIR-0294,P-0204,complainant,,
FP-01177,FIR-0295,P-0046,accused,2026-03-19,in custody
FP-01178,FIR-0295,P-0280,victim,,
FP-01179,FIR-0295,P-0186,complainant,,
FP-01180,FIR-0296,P-0015,accused,2026-07-24,on bail
FP-01181,FIR-0296,P-0058,accused,,in custody
FP-01182,FIR-0296,P-0201,victim,,
FP-01183,FIR-0296,P-0201,complainant,,
FP-01184,FIR-0296,P-0178,witness,,
FP-01185,FIR-0297,P-0084,accused,,on bail
FP-01186,FIR-0297,P-0039,accused,2026-06-11,in custody
FP-01187,FIR-0297,P-0258,victim,,
FP-01188,FIR-0297,P-0258,complainant,,
FP-01189,FIR-0298,P-0268,victim,,
FP-01190,FIR-0298,P-0268,complainant,,
FP-01191,FIR-0298,P-0322,witness,,
FP-01192,FIR-0299,P-0024,accused,2026-05-03,on bail
FP-01193,FIR-0299,P-0070,accused,2026-04-30,on bail
FP-01194,FIR-0299,P-0032,accused,,in custody
FP-01195,FIR-0299,P-0127,victim,,
FP-01196,FIR-0299,P-0127,complainant,,
FP-01197,FIR-0300,P-0304,victim,,
FP-01198,FIR-0300,P-0211,complainant,,
FP-01199,FIR-0300,P-0313,witness,,
FP-01200,FIR-0300,P-0120,witness,,
